Score,FIRST DOWNS,THIRD DOWN EFFICIENCY,FOURTH DOWN EFFICIENCY,TOTAL OFFENSE,NET YARDS PASSING,completionAttemptsNumber,completionAttemptsYards,NetYards,SackedNumber,SackedYards,intercepted,NET YARDS RUSHING,Rushing Attempts,Average gain per rush,PUNTS: Number,PUNTS: Yards,Average,TOTAL RETURN YARDS,PENALTIES: Number,PENALTIES: Yards,FUMBLES: Number,FUMBLES: Lost,SACKS: Number,SACKS: Yards,INTERCEPTIONS: Number,INTERCEPTIONS: Yards,TIME OF POSSESSION,Target Data
-10.1979,-6.8663,-13.6443,6.3896,-74.6872,-3.7177,-0.5997,1.7959,-0.8359,-1.9955,-17.0679,-0.3203,-70.9695,-8.2539,-1.2117,2.9594,67.8464,-8.3609,-0.0242,0.2942,11.855,1.2726,0.2916,0.2291,4.1087,-0.2222,-0.7775,-230.7008,1
-17.6941,-5.0298,-2.5502,-3.039,-92.073,61.7191,13.963,17.2153,-2.9208,1.1967,9.1435,0.1301,-153.7921,-18.8487,-1.2745,2.8029,114.0521,3.0479,-38.9034,1.1202,6.3031,0.6231,0.6122,-1.2235,-10.0558,0.8158,-10.9931,-190.9969,0
-9.5358,-5.45,-1.4178,45.8291,-105.709,-100.0452,-0.7943,1.6806,-4.5759,-0.4743,3.0303,-0.6476,-5.6638,-8.961,0.8993,0.2576,36.6292,6.3962,-44.2478,-3.8401,-30.2441,-0.079,-0.1361,1.8636,9.0493,0.5367,-7.6256,-46.3588,0
-30.8396,-16.1133,-23.7132,-48.404,-280.535,-104.1288,-3.8801,-3.1705,-3.2416,1.9956,13.9051,0.4411,-176.4062,-22.0843,-3.0415,1.8479,45.0133,-4.6789,-13.1435,3.2125,27.3836,-0.8946,0.0425,-1.1283,-2.2459,0.1603,5.7019,92.9844,1
1.0341,0.0364,1.2138,-21.7935,39.7278,70.7706,2.2006,4.6031,1.1639,-0.1213,-1.0026,-0.1424,-31.0428,-13.8,0.7619,-0.2376,26.894,7.6941,-23.7467,-1.4851,-3.8397,-0.4044,-0.1769,-0.0948,-2.5278,-0.8895,-7.818,-248.9692,0
40.8571,11.5151,8.5387,19.0703,282.8111,175.5926,3.9294,0.3585,6.0375,-1.1539,-5.6661,-1.0754,107.2185,3.8865,2.6253,-3.3006,-118.8125,1.2593,3.9664,-3.4553,4.3041,-0.1417,0.1486,0.5855,5.0626,1.9909,23.3996,133.3241,0
-4.3888,3.1417,-1.1051,5.1793,24.678,74.8002,3.9698,7.6462,0.8917,1.4614,10.5935,-0.2957,-50.1223,2.0752,-1.3905,0.048,-40.8667,-7.1669,53.3008,2.03,24.3293,0.7653,0.8699,-1.1018,-6.6812,-0.8303,-0.6748,38.4617,1
30.0784,13.8012,21.8599,1.6955,300.9911,199.8214,14.2626,15.8572,3.3954,-0.3294,0.8194,-0.4202,101.1697,-3.3065,2.2851,-3.4479,-155.2045,-2.8013,-3.9061,0.4537,-2.7352,-0.6518,-0.9202,0.7336,5.4301,-0.6358,-7.0218,-196.1984,0
24.3634,4.2481,16.5398,-11.6399,120.7818,104.9711,1.4638,-0.7998,3.8543,-2.3997,-13.0095,0.2777,15.8107,-8.0154,1.4626,-4.1262,-139.6301,0.5734,27.3018,-0.5952,-15.9921,-0.058,0.1101,1.7223,8.7589,0.6478,24.2091,-131.7588,0
2.1421,-3.302,-8.4537,-12.0302,20.4767,69.3214,2.6937,5.9272,0.7124,1.0929,7.2522,0.0467,-48.8447,-0.3953,-1.4315,2.1343,54.3093,-2.7469,-21.4738,-1.686,-1.4388,-0.0932,-0.0678,0.5774,2.4172,-0.261,-8.9125,-64.9945,1
-4.9589,-1.026,-18.2626,-12.7449,-27.1876,79.9594,3.7716,18.9564,-1.5132,1.5514,14.7664,1.3518,-107.147,-14.4702,-1.6674,2.2286,33.5847,-13.4958,63.6313,-1.6943,-6.1437,2.0931,1.2002,-0.0504,-1.3669,-1.1233,-7.3985,34.7963,1
-10.4438,-3.8388,-6.047,-15.2521,-95.463,43.8313,4.1165,4.5956,0.3028,2.4841,18.9127,-0.1955,-139.2943,-2.6083,-3.6213,2.0596,41.7158,-8.2102,15.6345,-0.5549,-2.0076,0.0655,0.0314,1.6233,15.7314,0.7338,-11.8512,460.8866,1
14.5593,3.9759,-3.6162,44.7756,141.6404,120.6096,7.1557,11.6194,1.3885,-1.6577,-14.5369,-0.0399,21.0308,-0.4585,0.6444,0.2756,38.7092,8.7543,-0.2782,0.5564,14.5827,0.0597,0.1649,3.0018,13.4878,0.0509,13.9646,-117.8059,0
24.2485,3.8959,13.2422,-9.4489,163.2974,100.2614,2.6167,-5.0776,4.9223,-1.5079,-10.5179,-0.4796,63.036,-6.9585,2.7608,-1.8971,-40.5521,9.1392,21.7121,0.3683,17.6315,-0.817,-0.7678,0.4193,1.5273,0.7168,50.5464,-265.1122,0
0.262,-1.6336,1.9322,-13.4004,-15.2897,-48.8505,-4.816,-8.5889,-0.3589,1.2768,7.5251,0.8044,33.5608,-1.8628,1.2183,-0.4394,-1.5992,4.3583,-13.439,-2.7738,-19.9981,-0.1537,-0.0677,1.0626,9.0313,0.1084,3.6087,-376.1911,0
8.7309,3.8742,2.8863,-19.3898,70.2433,13.5147,5.0634,5.865,-0.8479,0.5112,5.0872,-1.0688,56.7286,3.094,1.885,-0.8309,4.8851,7.8879,-50.9966,-0.0431,-15.027,0.2333,0.236,1.2737,6.4196,-0.3404,5.4139,309.6986,1
-4.5082,-3.5985,4.3515,-9.2277,-60.6723,-72.2017,-7.3562,-3.3809,-1.709,1.5973,10.1217,-0.5546,11.5294,7.3957,-0.332,2.9334,82.8659,-3.9349,-34.8245,0.1011,-0.6414,1.1607,0.6769,-1.041,0.2103,0.4639,24.7609,79.2291,1
29.5108,3.7673,2.5518,20.6456,168.0973,-176.7066,-18.0712,-31.6765,6.5864,-1.0758,-9.9203,-1.0198,344.8039,22.4245,4.867,-3.0706,-121.8678,-4.8643,-59.6253,1.0066,11.0464,0.0854,-0.5331,1.1487,5.0824,0.9171,7.9626,167.7441,0
4.9118,2.7374,15.3327,14.7274,60.0162,150.4667,14.8049,21.3007,1.6444,2.3383,16.7171,0.4807,-90.4505,-11.0027,-1.3217,1.4207,54.5348,-1.8303,-57.784,-3.2244,-21.3081,-0.827,-0.0591,-0.6122,-4.105,-0.4189,-12.0373,123.0898,1
-11.664,-4.1246,-10.3676,30.5853,-117.9933,-129.912,-5.6591,-5.4,-2.8854,1.1034,5.0889,-0.0851,11.9186,6.8824,-1.0423,0.4609,16.3386,1.6152,19.3907,-0.9552,-2.3977,-0.5083,-0.0725,-0.4828,1.2441,-0.1804,-3.069,103.1572,1
10.812,-0.2262,12.2164,54.1669,76.4822,25.6059,0.8264,-2.8815,1.7567,-0.1019,-4.9402,-0.9484,50.8763,2.0997,1.1026,-0.4806,-15.6994,1.3571,71.0954,0.2546,-2.5464,0.8507,0.5878,1.2337,6.4031,0.6812,-0.3718,176.1679,0
-44.4211,-19.4737,-21.0972,-46.7817,-383.1179,-252.2726,-16.4056,-13.8159,-5.9209,1.1258,1.8676,0.5868,-130.8453,0.558,-4.127,4.2067,90.6934,-8.6735,-51.0272,-1.071,-23.8972,0.6494,0.8196,-1.8507,-12.3611,-0.2493,-7.6089,-197.5844,1
4.6815,2.8718,2.4452,10.3274,64.9459,-4.9464,0.0694,1.2501,-0.6141,0.1134,1.0366,-0.0085,69.8924,2.8447,1.7087,0.7881,27.3869,0.4236,-23.4267,1.1684,24.157,0.3857,0.9564,-0.204,-0.9382,-0.5782,-18.4987,-135.6497,0
-3.1293,6.0837,1.4317,19.0491,60.0861,51.8619,5.5512,6.2428,0.0443,0.7311,0.7962,0.2795,8.2181,2.1527,0.2162,0.3634,-5.2975,-4.4562,-25.9391,-0.4409,-9.5797,0.8849,0.7111,-0.4909,-1.2439,-0.6568,13.4293,-94.4551,0
-9.7738,-4.2449,-10.3623,16.5227,-68.3468,-37.5768,0.5603,-3.0757,0.1022,1.2777,8.3774,-0.6792,-30.77,3.0251,-1.2102,1.6541,43.2518,-2.7239,1.6456,0.2042,0.9296,0.4872,0.2808,0.1107,2.7632,-0.1604,-11.4636,-178.5921,1
-6.0789,-5.8873,13.8857,-15.5803,-97.8923,-49.5996,-0.0603,-8.1537,-0.4376,0.135,-1.4739,-0.66,-48.2927,-4.469,-0.9503,1.6445,52.1109,12.6616,49.7055,-3.9191,-37.521,-0.4353,-0.2994,-1.5732,-7.5456,-0.0664,3.1308,4.4222,0
6.5009,0.3586,-13.0368,-22.3719,33.9557,46.4697,0.8109,-2.632,2.7409,0.048,-0.4522,-0.7519,-12.514,-2.3838,0.281,0.4779,31.3323,4.5958,4.5853,-1.114,-11.3184,-0.6326,0.2399,1.132,7.8578,-0.1995,-9.2882,128.1698,0
-19.3773,-6.2667,-19.5241,0.1491,-106.0903,-110.2998,-7.1703,-2.7116,-3.3739,-0.4667,0.7507,0.5644,4.2095,2.0875,-0.3778,2.2083,-8.6096,-13.5953,-11.4709,3.7327,12.5953,-0.2502,-0.5532,0.4082,0.9929,-0.7775,-16.2633,-310.5006,1
-11.7357,-5.0786,-15.0787,16.1611,-53.0571,24.9788,1.9732,5.7874,-1.1379,1.2766,9.8218,0.7768,-78.0359,-9.6031,-1.0456,2.0804,97.1308,3.6564,-14.011,-0.1625,6.6377,0.2173,-0.6382,-0.3742,2.1875,-0.0646,12.7501,-353.4814,1
14.6675,3.4829,3.3819,-42.8101,145.8487,32.9464,-4.4088,-1.3498,1.5442,-1.7,-16.1392,-0.7943,112.9023,3.0978,3.0395,-1.0519,-65.7259,-4.9409,25.6246,3.0574,18.72,-0.0478,0.1917,0.124,1.7853,0.7733,19.7522,-422.4461,0
28.292,9.7642,12.23,13.7863,210.9946,74.7265,-3.1275,-12.6228,4.731,0.3416,2.1001,-1.566,136.268,8.9587,2.502,-4.6776,-172.4135,1.7113,-22.908,-2.5471,-23.8077,0.0664,-0.0605,1.8734,12.3867,-0.045,8.4811,-36.3532,0
18.6979,2.006,7.0284,4.1813,103.5622,108.8587,1.3187,-4.1304,5.0281,-1.1361,-5.4923,-0.0989,-5.2965,-1.9186,0.1259,-0.7053,-4.0236,4.1374,-9.8658,-0.1759,2.7257,-0.0585,0.0625,0.204,2.2291,0.0059,-9.6952,-153.3575,0
-24.4865,-1.7492,8.5043,-30.8957,-40.8117,-6.0073,2.0492,4.2321,-2.0233,0.6136,-4.9426,-0.6524,-34.8045,-1.8269,-0.9877,0.1144,28.7605,4.0453,-67.5038,-2.7009,-20.8245,1.1939,0.9439,-0.2997,-7.2746,-1.5544,-38.8604,28.3661,1
-31.7973,-11.3062,-23.0187,-30.9383,-259.4354,-104.7519,-8.8863,-5.2613,-2.296,1.8379,10.6734,-0.229,-154.6835,-4.1282,-4.7364,3.6336,93.3479,-8.3832,-4.4322,-2.0098,-46.285,2.3946,1.414,-0.9249,-2.5319,0.2636,11.3566,-111.2868,1
-3.0694,-1.2913,-14.968,-0.0477,-24.6424,-1.4919,1.3428,4.6043,-2.8585,-0.6358,-8.3811,0.0057,-23.1505,-8.9865,0.8373,0.2938,12.3397,-1.0732,45.0302,2.8699,22.3973,0.5739,0.0714,-2.0881,-16.4306,0.9856,27.9475,-201.1203,0
2.5737,5.0346,-2.445,-0.5905,61.6126,122.1865,4.3286,12.0312,1.3538,1.2933,12.2754,-0.0774,-60.5739,-7.52,-1.0016,-1.0425,-36.4987,-4.0406,21.3138,1.767,24.9383,-0.2602,-0.3712,-0.0758,2.2124,0.4371,-3.5101,-12.5304,1
6.3297,3.9242,7.935,-16.7907,64.8194,124.0007,8.3748,7.4299,2.2736,0.7208,7.6733,-1.4766,-59.1814,-6.6789,-1.1296,0.114,-23.0494,-4.7341,-48.2426,0.9135,22.8861,-1.6909,-0.4682,2.7737,16.2432,0.1783,1.2423,-20.5738,0
0.2052,-3.3987,-11.1909,7.2887,-17.2843,30.0101,1.5471,-0.7741,2.4756,0.7571,8.0192,-1.0109,-47.2944,-7.5832,-0.5858,0.5883,48.0798,6.0006,-51.9801,0.3499,-19.0809,-0.2106,0.0471,1.3584,7.5258,0.2966,3.9422,-32.8261,0
-3.6376,-0.3972,5.6778,-13.3747,-42.7418,-150.037,-10.0951,-10.8789,-2.2614,-0.4432,-6.4408,0.9943,107.2952,12.2186,1.4082,-1.222,-29.7543,3.7669,-22.7088,0.999,18.1183,-0.3261,-0.6318,-0.0721,-4.2142,-0.3361,-18.8598,126.8985,0
3.0475,5.4243,-2.4229,22.3439,118.5316,48.8467,3.0552,7.4396,-0.1079,-1.5793,-12.4573,1.0723,69.6849,-7.8406,3.4164,-2.3816,-133.2833,-7.2258,-11.196,-1.5125,-20.9544,0.4658,-0.1676,0.0339,-3.3339,-1.0454,4.4518,-473.2012,0
15.4478,7.4319,20.4208,-30.4213,168.2246,52.2494,4.6354,2.9669,1.8778,-0.501,-3.7503,-0.1549,115.9752,2.2245,2.5215,-1.5437,-53.5523,1.7348,-74.3361,-0.2869,16.3358,-2.1766,-0.5316,-0.6625,-3.8417,-0.714,-21.7422,64.7292,0
10.0739,5.719,-7.0758,-25.7049,96.6137,77.5837,1.8754,2.2438,2.5139,0.3777,1.9519,0.1964,19.03,0.7922,0.4083,-0.5858,-27.5113,-1.9121,52.6003,2.6629,19.6003,0.9747,0.8799,1.5907,10.5614,-0.941,2.9048,-68.0857,1
-10.5639,-0.3033,8.3907,9.1649,-64.8198,-57.632,1.4005,0.5198,-1.4523,0.1784,-8.2749,0.7621,-7.1878,6.2226,-0.8424,-0.0545,-13.7082,-4.5899,26.9241,-0.0371,-7.4682,0.7366,0.4128,-1.0852,-7.1386,-0.1966,-2.5437,-67.096,1
-14.8525,-2.0206,-3.461,16.111,-92.182,-21.9797,-1.911,-3.9535,0.3619,2.3262,13.2206,-0.6296,-70.2023,1.2053,-1.8908,0.6957,32.0936,-0.5473,-17.6426,0.6206,10.9275,0.156,-0.3571,-0.5715,-4.2568,0.0286,-2.7114,279.4061,0
35.7976,14.9284,19.1725,68.8422,276.1728,110.6019,5.4683,5.4787,3.535,-1.3608,-10.0425,0.4076,165.571,1.8038,4.2982,-5.6811,-143.7427,17.5382,-16.5559,0.1908,1.814,-0.6157,-0.8469,2.5482,16.8217,-0.0039,5.0341,153.9466,0
-1.7646,3.5746,10.2588,-37.5017,26.6079,-9.6949,-0.0202,4.0373,-1.2243,-2.3648,-12.7759,-0.1976,36.3028,-0.734,0.7188,-0.8329,-66.0483,-5.0591,-13.6782,-4.3381,-51.6355,0.0386,-0.6067,0.4042,3.0703,-0.5909,-10.0075,-30.1161,0
35.9746,13.7314,16.3469,7.656,275.4994,138.3263,7.5654,4.2198,3.7636,-3.8379,-24.6623,-0.2243,137.1731,3.3978,3.8545,-3.3641,-145.0389,-3.6781,11.5104,2.3975,31.6883,-1.4523,-0.7127,-0.4926,-2.0767,-0.6404,-9.2889,166.2855,0
4.7689,0.0452,-10.4586,3.0363,20.6183,-71.3912,-12.2434,-14.8889,1.0332,-2.5453,-14.1713,-0.2068,92.0095,11.9734,1.0443,-0.3791,-3.5373,3.214,39.2039,-0.28,0.3732,0.4511,0.3114,1.6147,4.9601,0.1673,12.1975,549.701,1
24.0399,8.7831,27.5599,15.6282,229.8356,128.6001,7.7166,8.1759,2.9077,-1.6978,-14.2735,-0.2359,101.2354,1.3929,2.7877,-3.0559,-114.0539,1.7063,-6.2132,0.4612,27.425,-1.085,-0.0194,-0.6646,-1.892,0.0747,-7.3472,23.6828,0
-6.3894,3.4026,-14.5904,-61.2151,-5.2665,15.1003,5.1557,13.6578,-2.7452,0.4118,1.3074,0.8008,-20.3668,2.7263,-1.312,1.5155,48.6861,-1.3983,-3.406,5.305,64.1816,-0.2546,0.2242,0.8888,8.689,0.1003,-2.4957,193.4939,1
1.4002,-1.1436,2.436,-14.315,-24.0286,-115.928,-13.2805,-18.4644,1.2661,-0.9681,-9.0908,0.0677,91.9034,12.8845,0.6655,-1.3361,-67.1977,-2.0162,33.2243,0.8475,8.8094,0.0691,-0.5164,-0.5249,-5.1453,-0.0771,-3.989,238.5376,1
24.068,2.6776,21.9974,-34.3304,113.5308,58.5241,0.4061,-4.701,2.8996,-3.1685,-17.3466,-0.0116,55.0066,0.367,1.8411,-2.3524,-34.2693,10.7674,73.3817,-1.6935,-10.007,-1.1037,-0.4947,1.7065,10.1496,1.8071,39.1539,-179.2343,0
20.701,10.2797,30.1264,-20.5715,119.9191,-12.2632,-4.1768,-13.5675,2.5353,-1.1091,-11.4628,-1.6702,132.1824,14.0646,2.3676,-4.8062,-92.9363,11.5329,-21.2971,-4.5382,-30.0804,-0.1456,-0.5784,0.7365,1.1931,-1.0692,-16.3731,9.4031,0
-11.2175,2.1987,4.2734,12.6471,-61.2083,-21.8682,2.9029,2.7463,-2.1635,1.2063,10.503,0.193,-39.3401,-0.1366,-1.1557,-0.3498,-67.8258,-18.6235,9.0293,-0.332,7.7419,-0.5871,-0.1937,-0.726,-9.3435,-0.8256,0.3237,-52.4234,0
-4.491,-1.7533,-1.8381,5.2927,39.953,69.3338,0.0081,-0.8836,2.4892,-0.2068,1.2421,-0.3596,-29.3809,-7.7148,0.3275,-0.0011,-13.2333,-3.0731,18.4856,2.0389,32.0527,0.1723,-0.2772,-0.2514,0.1487,-0.1659,15.2858,30.7378,0
24.5994,8.8735,17.4821,33.8674,201.1977,135.3034,5.8155,-1.1039,5.4701,-1.7434,-7.1975,-1.7933,65.8943,8.3337,0.569,-1.0277,-28.9595,1.7861,8.108,-1.9795,-18.1285,0.688,0.6483,-0.1095,-1.2089,1.1634,12.9115,167.7029,0
-21.4634,-6.2997,-22.5703,-4.412,-137.1606,-30.5798,-2.7269,0.1955,-1.8585,-0.0329,-0.5554,0.3629,-106.5808,-6.1854,-2.6779,2.0746,63.9061,-2.298,-23.2708,-1.3801,-24.5894,1.8025,1.1253,-2.3379,-18.15,-0.5479,-12.8728,-129.2089,1
-6.4443,-3.4284,-2.6368,9.2162,-15.193,-72.287,-4.7354,-8.4535,-1.1578,-0.0128,6.2583,0.0717,57.094,1.6447,1.3244,-0.3317,-53.5975,-4.3216,1.1082,-0.7329,-24.4793,-1.0476,-0.6098,0.5048,2.2618,0.3542,14.8846,150.2498,1
5.0207,2.5866,-2.5922,27.254,46.1172,-26.9683,-7.2569,-8.4378,0.7915,-2.2023,-11.9221,0.1695,73.0855,9.5049,1.3331,-1.3305,-56.5008,-1.9606,27.5818,-0.8254,-20.4968,0.0507,-0.3677,-1.4289,-9.6764,0.4528,-1.7365,173.5148,1
-0.1952,3.4319,-1.1791,20.8686,27.2231,39.1892,5.2752,4.0105,0.2713,2.2965,18.0311,1.4068,-11.9661,2.7538,-0.734,-0.1441,-46.935,-7.9491,-10.8594,0.4218,12.4791,-0.3102,0.2729,0.7719,2.153,0.5871,0.581,369.2429,1
2.6958,5.4761,-10.4368,54.0006,35.6488,23.2507,2.0952,2.0871,0.4633,1.3127,14.839,-0.4176,12.3981,10.6952,-0.6903,0.818,-5.6653,-6.1705,32.9847,1.7687,19.0993,1.7316,0.14,0.3864,-4.5676,-1.0429,-18.3652,-309.0179,1
1.5644,-1.0723,2.6838,-2.8303,-13.8519,-58.0828,-5.5045,-6.1982,-0.5029,-2.2793,-17.5328,-0.4384,44.2309,0.3824,1.1958,-2.7298,-86.701,-1.0935,15.579,-0.229,-1.5119,-0.9732,-0.8026,-1.4604,-10.1109,-0.0027,20.0167,-235.7092,0
-17.5556,-15.5556,-20.5926,-45.3333,-293.037,-220.7407,-27.0741,-29.1852,-1.2519,1.9259,9.4444,1.6667,-72.2963,-3.9259,-1.563,1.2222,52.4815,0.4481,81.9259,-5.7037,-49.0741,0.4444,0.1481,-0.5185,2.037,0.0741,12.4444,-525.0,1
6.6274,-1.0341,4.222,44.7392,-15.968,42.4888,2.8629,0.7184,0.9491,1.4533,10.8802,-1.1916,-58.4568,-10.0523,0.4005,0.5584,27.0236,1.5026,-17.9115,1.652,23.0718,-0.189,0.2376,-0.3809,-9.1207,1.5417,2.2932,-48.1883,0
10.9402,2.7845,1.898,19.6939,80.1822,-5.0517,-1.4165,-2.9607,0.4956,-0.5394,-1.7231,-0.8356,85.2339,0.6836,2.3136,-1.788,-44.0258,5.6856,-5.4867,0.8098,19.4457,-0.3475,-0.3333,0.3493,-1.9921,0.3737,-8.9189,-46.8789,0
22.0216,6.5399,9.3205,13.7047,92.5583,50.142,4.6114,0.6104,1.0949,-2.0528,-7.787,0.14,42.4162,3.107,1.0531,-3.0934,-143.7264,-7.581,-37.4444,-1.0667,-10.0299,0.3381,0.3266,-0.8755,-5.9223,0.5796,-15.5127,63.8963,0
9.1108,8.633,25.2737,-20.2084,134.1134,175.0846,11.6009,17.3565,3.1656,1.6693,10.5535,-0.6926,-40.9712,-4.2258,-0.8449,-1.7443,-45.2682,2.6556,-7.1295,-2.4176,-25.187,-0.9166,0.0326,2.7766,17.3527,-0.8261,4.8742,-282.189,0
-2.141,0.0223,0.6822,-10.8825,30.3574,51.5402,2.9531,12.4534,-2.1495,0.8514,5.5507,1.5245,-21.1828,-2.2162,-0.4553,-0.0085,3.2009,0.8823,47.2597,0.3669,7.178,0.3268,-0.0421,0.0068,2.0451,0.0362,37.2327,-25.5853,1
36.902,14.389,25.722,5.8713,315.2991,212.3847,6.0218,0.8932,6.1574,-3.6408,-25.0412,-1.8218,102.9143,6.9595,2.3482,-3.3829,-124.7407,0.4058,67.2761,1.8702,26.0273,0.1293,0.3764,1.1878,6.2172,1.3959,37.0794,100.6233,0
-12.8659,-2.3875,-16.9852,-14.6081,-52.3483,58.5567,6.5082,11.0754,-0.821,1.1367,4.4207,-0.6047,-110.905,-5.5973,-2.198,1.0824,-1.4447,-17.2052,4.409,-2.1479,-15.0366,-0.0524,-0.2544,-1.2288,-1.7403,-0.2832,1.8219,-176.6584,1
-1.6609,-1.5227,8.4036,10.7189,-39.3202,-43.7987,-0.1813,-3.5711,-0.858,-0.6611,-4.3864,-0.2185,4.4785,-4.7949,0.634,0.7005,4.3366,-4.425,-42.553,-3.7193,-48.9038,-0.1837,-1.0623,-1.6319,-8.8109,-0.8149,-5.5992,75.5196,1
10.8786,2.3987,5.1214,-22.9809,59.0999,-42.4474,-3.6109,-14.1058,1.4892,-0.7134,-11.252,-1.8112,101.5473,7.2773,2.4573,-1.409,-26.6399,6.9808,-25.8924,4.1311,17.8274,-1.4996,-0.6363,-0.3382,1.551,0.7908,6.1938,-261.7371,1
-24.1604,-5.6064,-6.6336,9.5063,-125.6224,-3.1656,4.9965,6.2156,-2.1456,3.4086,12.5957,0.7088,-122.4569,-2.7229,-3.4572,1.9434,83.9465,0.7447,23.4718,2.8833,10.8327,0.1186,0.1434,-1.4028,-10.2207,-0.3853,-4.4094,32.3165,1
20.2392,6.789,6.2742,8.9664,158.1566,45.9239,-1.6084,-0.3846,2.4414,-1.5132,-9.4593,-0.0391,112.2326,7.6602,1.65,-2.6971,-53.7801,8.1803,32.2808,-2.9906,-33.2412,-2.7482,-0.8234,1.9351,13.1079,-0.1492,2.8125,-88.069,0
-12.8652,-3.9895,-7.5023,-12.9182,-125.8377,3.214,4.4107,8.8714,-1.493,3.9006,26.7423,0.0736,-129.0517,-1.2912,-3.8265,2.8281,74.731,-3.2032,-44.1567,-4.5927,-34.5964,-0.6436,-0.1543,-0.7141,-4.1685,-1.3631,-18.4461,243.7685,1
-3.5106,-3.4393,-7.7492,-27.0831,-67.8892,69.4838,8.0084,8.5218,0.9909,1.9103,13.4083,-0.5474,-137.3729,-19.1383,-1.685,3.2989,113.3933,-5.4359,-6.2111,-0.9757,-2.113,-0.8482,-0.5811,0.3919,0.5639,-0.3178,-3.039,-180.154,1
-6.8379,-0.8794,-12.5037,-15.2879,2.2796,74.6604,7.0749,11.6168,-2.0309,-0.3259,-2.523,0.4078,-72.3808,-6.4534,-1.2668,1.429,35.3407,-6.2249,-23.6827,-0.9368,-10.1354,0.403,0.1137,0.2657,9.6112,0.4459,2.9187,-70.5397,1
14.2789,3.1819,18.8858,-45.8698,78.9801,44.6936,0.5347,-0.7417,2.7264,-0.7463,-7.0869,0.0147,34.2865,3.763,0.5586,-0.3818,-24.6005,-2.794,23.2769,0.8861,-1.4338,-0.8269,-0.1575,-0.403,-1.3873,0.6671,20.6139,-112.6209,0
-0.5775,-5.8952,-2.1985,8.8399,-80.7243,-52.7895,-8.5078,-18.1175,2.8991,0.4903,7.9623,-1.605,-27.9349,0.9208,-0.7374,1.4576,92.0422,5.3351,-97.0855,-4.8637,-40.353,0.9256,-0.0768,-0.8301,-7.0826,0.1051,-8.9166,-179.6031,0
-1.7112,-0.7859,11.8756,-16.0842,-15.5574,-56.9111,-8.8677,-11.1614,1.4135,-0.6009,-4.1796,0.2323,41.3537,19.329,-1.3823,0.1918,-1.7419,-1.5519,11.4184,1.8219,4.5849,-0.9822,-0.6943,0.4093,5.3507,-0.0908,0.3413,483.8459,1
-8.4894,-14.93,-22.4191,-3.9085,-233.5737,-177.9102,-23.1201,-23.3796,0.6903,1.1266,-0.3174,-0.0069,-55.6635,-5.2204,-1.4499,1.1752,43.601,-2.4062,30.4112,-5.793,-67.0823,0.77,-0.4593,0.9397,8.9163,0.0861,14.4404,-560.7959,1
1.6618,-2.086,1.3181,51.986,-43.05,-89.7937,-5.9432,-8.1779,-1.1412,-1.4108,-9.3501,-1.0055,46.7437,2.2774,0.9495,-0.0212,-18.7962,-2.5662,6.9372,-5.104,-52.5297,-1.4638,-0.4823,0.2592,3.0726,0.3612,32.806,2.5833,1
-2.1144,-1.8905,-7.7338,-23.2578,-9.5285,8.866,-2.5072,-4.8338,1.1023,2.8084,16.3243,-1.1526,-18.3945,2.6301,-0.4473,2.339,94.3146,2.3521,28.1247,-1.5492,-2.2046,0.0314,-0.0294,-0.1243,-1.6443,-0.3064,-4.3869,-34.8845,1
26.2455,5.5398,-2.6075,12.8063,149.0309,130.4532,5.7672,11.8282,1.8047,-1.0483,-6.7116,0.4746,18.5776,2.2064,0.2363,1.1593,49.3453,2.1459,16.4987,0.5867,-10.5948,0.2242,0.4099,1.9557,10.8931,-0.1302,4.931,-319.4121,0
1.856,4.204,-1.2399,2.843,83.8332,87.1013,4.057,11.5886,0.5946,-0.5224,-1.1786,0.926,-3.2681,-8.3854,1.0178,-2.2841,-97.4659,-13.995,17.9711,4.5993,45.0548,1.5754,1.1589,-0.112,-1.6835,0.0276,0.8755,-178.4779,1
-12.8723,-7.3582,0.6089,-25.1539,-130.4899,-28.8755,-0.4515,-2.9184,-0.4234,-0.8223,-2.2671,0.2683,-101.6145,-8.6251,-1.5627,0.0174,1.2226,-0.2309,-47.4114,-2.7339,-26.7446,-0.7523,-0.2612,1.7044,5.7841,-0.4284,-13.302,-118.4707,0
-14.6519,-0.5878,-4.6148,-29.0036,-117.2281,24.1973,10.1503,11.5656,-1.9226,1.2516,11.6596,-0.2027,-141.4254,1.0724,-4.0736,1.1824,-3.4495,-24.3317,34.4969,1.0499,7.7098,0.4948,0.3678,-1.1593,-7.8538,1.1008,-4.9496,269.2319,1
31.8097,12.6793,12.6043,-16.3263,229.4887,129.4056,8.2637,6.4665,2.6755,-1.0666,-5.9633,-0.0423,100.083,2.5649,2.77,-0.8444,4.6695,12.7408,60.937,3.7481,44.9785,-0.814,-0.6118,-0.0685,-1.8607,-0.9887,-11.8294,-57.2925,1
13.7428,5.381,11.3872,-7.7778,66.9299,29.4071,-1.1967,-5.2962,1.2143,-1.2667,-9.6565,-0.4212,37.5228,0.3873,0.97,-0.9499,-31.8958,1.5904,-17.7659,1.4727,11.3848,-0.1087,-0.3322,-0.523,-4.9392,-0.4002,-7.472,156.6205,0
